section name,section type,size
.text.ql_ble_gatt_client_connection_cb,text,232
.text.ql_ble_gatt_client_discover_service_by_uuid_cb,text,76
.text.ql_ble_gatt_client_discover_service_all_cb,text,208
.text.ql_ble_gatt_client_char_des_data_cb,text,136
.text.ql_ble_gatt_client_char_data_cb,text,180
.text.ql_ble_gatt_client_read_cb,text,240
.text.ql_ble_gatt_client_read_blob_cb,text,244
.text.ql_ble_gatt_client_read_multi_cb,text,140
.text.ql_ble_gatt_client_recv_notification_cb,text,144
.text.ql_ble_gatt_client_recv_indication_cb,text,172
.text.ql_ble_gatt_client_demo_write_cb,text,60
.text.ql_ble_gatt_client_write_rsp_cb,text,60
.text.ql_ble_gatt_client_att_error_cb,text,60
.text.ql_ble_gatt_conn_param_update_cb,text,184
.text.ql_ble_gatt_mtu_exchange_result_cb,text,152
.text.ql_ble_gatt_check_scan_device,text,152
.text.ql_ble_gatt_client_scan_cb,text,312
.text.ql_ble_gatt_client_pthread_init,text,40
.text.ql_ble_gatt_client_cb_init,text,116
.text.ql_ble_gatt_client_cb_release,text,32
.text.ql_ble_client_clear_scan_device,text,36
.text.ql_ble_gatt_discover_all_service,text,204
.text.ql_ble_gatt_discover_by_uuid,text,264
.text.ql_ble_gatt_discover_all_includes,text,208
.text.ql_ble_gatt_discover_all_characteristic,text,236
.text.ql_ble_gatt_discover_chara_desc,text,212
.text.ql_ble_gatt_read_chara_value_by_uuid,text,252
.text.ql_ble_gatt_read_chara_value_by_handle,text,224
.text.ql_ble_gatt_read_mul_chara_value,text,212
.text.ql_ble_gatt_read_chara_desc,text,212
.text.ql_ble_gatt_write_chara_desc,text,244
.text.ql_ble_gatt_write_chara_value,text,236
.text.ql_ble_gatt_write_chara_value_no_rsp,text,224
.rodata.__FUNCTION__.11422,rodata,30
.rodata.__FUNCTION__.11426,rodata,25
.rodata.__FUNCTION__.11433,rodata,33
.rodata.__FUNCTION__.11446,rodata,47
.rodata.__FUNCTION__.11459,rodata,36
.rodata.__FUNCTION__.11469,rodata,32
.rodata.__FUNCTION__.11473,rodata,27
.rodata.__FUNCTION__.11479,rodata,32
.rodata.__FUNCTION__.11497,rodata,38
.rodata.__FUNCTION__.11503,rodata,33
.rodata.__FUNCTION__.11508,rodata,32
.rodata.__FUNCTION__.11515,rodata,30
.rodata.__FUNCTION__.11528,rodata,27
.rodata.__FUNCTION__.11539,rodata,39
.rodata.__FUNCTION__.11543,rodata,38
.rodata.__FUNCTION__.11547,rodata,32
.rodata.__FUNCTION__.11552,rodata,35
.rodata.__FUNCTION__.11567,rodata,35
.rodata.__FUNCTION__.11573,rodata,33
.rodata.__FUNCTION__.11580,rodata,32
.rodata.__FUNCTION__.11585,rodata,27
.rodata.__FUNCTION__.11599,rodata,33
.rodata.__FUNCTION__.11606,rodata,29
.rodata.__FUNCTION__.11614,rodata,34
.rodata.__FUNCTION__.11622,rodata,40
.rodata.__FUNCTION__.11630,rodata,32
.rodata.__FUNCTION__.11639,rodata,37
.rodata.__FUNCTION__.11648,rodata,39
.rodata.__FUNCTION__.11656,rodata,33
.rodata.__FUNCTION__.11664,rodata,28
.rodata.__FUNCTION__.11673,rodata,29
.rodata.__FUNCTION__.11684,rodata,30
.rodata.__FUNCTION__.11693,rodata,37
.rodata.ql_ble_gatt_check_scan_device.str1.1,rodata,83
.rodata.ql_ble_gatt_client_att_error_cb.str1.1,rodata,54
.rodata.ql_ble_gatt_client_cb_init.str1.1,rodata,45
.rodata.ql_ble_gatt_client_char_data_cb.str1.1,rodata,122
.rodata.ql_ble_gatt_client_char_des_data_cb.str1.1,rodata,105
.rodata.ql_ble_gatt_client_connection_cb.str1.1,rodata,177
.rodata.ql_ble_gatt_client_demo_write_cb.str1.1,rodata,37
.rodata.ql_ble_gatt_client_discover_service_all_cb.str1.1,rodata,273
.rodata.ql_ble_gatt_client_discover_service_by_uuid_cb.str1.1,rodata,50
.rodata.ql_ble_gatt_client_pthread_init.str1.1,rodata,60
.rodata.ql_ble_gatt_client_read_blob_cb.str1.1,rodata,41
.rodata.ql_ble_gatt_client_read_cb.str1.1,rodata,242
.rodata.ql_ble_gatt_client_read_multi_cb.str1.1,rodata,42
.rodata.ql_ble_gatt_client_recv_indication_cb.str1.1,rodata,47
.rodata.ql_ble_gatt_client_recv_notification_cb.str1.1,rodata,191
.rodata.ql_ble_gatt_client_scan_cb.str1.1,rodata,113
.rodata.ql_ble_gatt_client_scan_timeout_cb.str1.1,rodata,44
.rodata.ql_ble_gatt_client_send_event.str1.1,rodata,59
.rodata.ql_ble_gatt_client_smp_pair_failed_cb.str1.1,rodata,47
.rodata.ql_ble_gatt_client_smp_pair_success_cb.str1.1,rodata,48
.rodata.ql_ble_gatt_client_start.str1.1,rodata,41
.rodata.ql_ble_gatt_client_write_rsp_cb.str1.1,rodata,41
.rodata.ql_ble_gatt_conn_param_update_cb.str1.1,rodata,76
.rodata.ql_ble_gatt_discover_all_characteristic.str1.1,rodata,72
.rodata.ql_ble_gatt_discover_all_service.str1.1,rodata,231
.rodata.ql_ble_gatt_mtu_exchange_result_cb.str1.1,rodata,94
.rodata.ql_ble_gatt_write_chara_desc.str1.1,rodata,38
.text.ql_ble_gatt_adv_sucess_cb,text,32
.text.ql_ble_gatt_adv_failed_cb,text,32
.text.ql_ble_gatt_smp_pair_success_cb,text,28
.text.ql_ble_gatt_smp_pair_failed_cb,text,28
.text.ql_ble_gatt_packets_complete_cb,text,28
.text.ql_ble_gatt_read_write_list_cb,text,32
.text.ql_ble_gatt_server_send_event,text,56
.text.ql_ble_gatt_connection_cb,text,164
.text.ql_ble_gatt_notification_send_cb,text,64
.text.ql_ble_gatt_cb,text,216
.text.ql_ble_gatt_read_cb,text,228
.text.quec_ble_init_gatt_chara_info_list,text,12
.text.quec_ble_add_gatt_info,text,104
.text.quec_ble_get_gatt_chara_info,text,36
.text.quec_ble_delete_gatt_chara_info_list,text,36
.text.quec_bt_ble_init_connect_info_list,text,12
.text.quec_bt_ble_add_connect_info,text,232
.text.quec_bt_ble_get_connected_info_form_connid,text,40
.text.quec_bt_ble_delete_connect_info_list,text,36
.text.quec_bt_ble_add_connect_info_list,text,176
.text.quec_bt_ble_change_connect_info_list,text,152
.text.ql_ble_gatt_server_pthread_init,text,12
.text.ql_ble_gatt_init_server_data,text,72
.text.ql_ble_gatt_release_server_data,text,24
.text.ql_ble_get_whitelist_num,text,32
.text.ql_ble_inf_get_whitelist_info,text,32
.text.ql_ble_clean_service,text,100
.text.ql_ble_send_notification_data,text,372
.text.ql_ble_send_indication_data,text,392
.text.quec_ble_gatt_set_recv_type,text,12
.text.ql_ble_check_gatt_servie_by_serverid,text,112
.text.ql_ble_get_gatt_latest_service,text,100
.text.ql_ble_get_gatt_service_by_serverid,text,112
.text.ql_ble_gatt_add_service,text,296
.text.ql_ble_get_gatt_latest_chara,text,120
.text.ql_ble_get_gatt_chara_by_uuid,text,172
.text.ql_ble_check_gatt_chara_by_charaid,text,108
.text.ql_ble_gatt_add_chara,text,432
.text.ql_ble_gatt_add_chara_value,text,312
.text.ql_ble_get_gatt_latest_desc,text,100
.text.ql_ble_gatt_add_chara_desc,text,416
.text.ql_gatt_get_chara_desc_num,text,48
.text.ql_gatt_get_chara_num,text,136
.text.ql_ble_gatt_get_att_num,text,152
.text.ql_gatt_packet_chara_desc,text,252
.text.ql_gatt_packet_chara,text,368
.text.ql_gatt_packet_service,text,200
.text.ql_ble_gatt_clear_service_all,text,224
.text.ql_ble_gatt_packet_service_chara_value_desc,text,280
.text.ql_ble_gatt_add_or_clear_service_complete,text,152
.rodata.__FUNCTION__.11549,rodata,30
.rodata.__FUNCTION__.11559,rodata,23
.rodata.__FUNCTION__.11592,rodata,29
.rodata.__FUNCTION__.11647,rodata,34
.rodata.__FUNCTION__.11661,rodata,37
.rodata.__FUNCTION__.11694,rodata,26
.rodata.__FUNCTION__.11701,rodata,26
.rodata.__FUNCTION__.11704,rodata,26
.rodata.__FUNCTION__.11708,rodata,33
.rodata.__FUNCTION__.11713,rodata,32
.rodata.__FUNCTION__.11716,rodata,31
.rodata.__FUNCTION__.11721,rodata,32
.rodata.__FUNCTION__.11725,rodata,31
.rodata.__FUNCTION__.11731,rodata,35
.rodata.__FUNCTION__.11737,rodata,33
.rodata.__FUNCTION__.11791,rodata,21
.rodata.__FUNCTION__.11802,rodata,30
.rodata.__FUNCTION__.11814,rodata,28
.rodata.__FUNCTION__.11842,rodata,37
.rodata.__FUNCTION__.11850,rodata,31
.rodata.__FUNCTION__.11859,rodata,36
.rodata.__FUNCTION__.11868,rodata,24
.rodata.__FUNCTION__.11885,rodata,29
.rodata.__FUNCTION__.11895,rodata,30
.rodata.__FUNCTION__.11905,rodata,35
.rodata.__FUNCTION__.11915,rodata,22
.rodata.__FUNCTION__.11927,rodata,28
.rodata.__FUNCTION__.11935,rodata,28
.rodata.__FUNCTION__.11947,rodata,27
.rodata.__FUNCTION__.11956,rodata,27
.rodata.__FUNCTION__.11961,rodata,22
.rodata.__FUNCTION__.11973,rodata,24
.rodata.__FUNCTION__.11983,rodata,15
.rodata.__FUNCTION__.11992,rodata,20
.rodata.__FUNCTION__.12007,rodata,26
.rodata.__FUNCTION__.12022,rodata,21
.rodata.__FUNCTION__.12034,rodata,23
.rodata.__FUNCTION__.12041,rodata,44
.rodata.__FUNCTION__.12056,rodata,42
.rodata.__FUNCTION__.12060,rodata,30
.rodata.ql_ble_check_gatt_servie_by_serverid.str1.1,rodata,33
.rodata.ql_ble_exchage_mtu.str1.1,rodata,228
.rodata.ql_ble_gatt_add_chara.str1.1,rodata,372
.rodata.ql_ble_gatt_add_chara_desc.str1.1,rodata,315
.rodata.ql_ble_gatt_add_chara_value.str1.1,rodata,178
.rodata.ql_ble_gatt_add_or_clear_service_complete.str1.1,rodata,44
.rodata.ql_ble_gatt_add_service.str1.1,rodata,248
.rodata.ql_ble_gatt_adv_failed_cb.str1.1,rodata,39
.rodata.ql_ble_gatt_adv_sucess_cb.str1.1,rodata,39
.rodata.ql_ble_gatt_cb.str1.1,rodata,223
.rodata.ql_ble_gatt_connection_cb.str1.1,rodata,95
.rodata.ql_ble_gatt_del_service.str1.1,rodata,90
.rodata.ql_ble_gatt_get_att_num.str1.1,rodata,82
.rodata.ql_ble_gatt_init_server_data.str1.1,rodata,5
.rodata.ql_ble_gatt_notification_send_cb.str1.1,rodata,38
.rodata.ql_ble_gatt_packet_service_chara_value_desc.str1.1,rodata,227
.rodata.ql_ble_gatt_packets_complete_cb.str1.1,rodata,44
.rodata.ql_ble_gatt_read_cb.str1.1,rodata,48
.rodata.ql_ble_gatt_read_write_list_cb.str1.1,rodata,44
.rodata.ql_ble_gatt_server_send_event.str1.1,rodata,56
.rodata.ql_ble_gatt_smp_pair_failed_cb.str1.1,rodata,44
.rodata.ql_ble_gatt_smp_pair_success_cb.str1.1,rodata,44
.rodata.ql_ble_get_gatt_chara_by_uuid.str1.1,rodata,92
.rodata.ql_ble_get_gatt_latest_chara.str1.1,rodata,38
.rodata.ql_ble_get_gatt_latest_desc.str1.1,rodata,37
.rodata.ql_ble_send_notification_data.str1.1,rodata,167
.rodata.ql_gatt_get_chara_num.str1.1,rodata,53
.rodata.ql_gatt_packet_chara.str1.1,rodata,43
.rodata.ql_gatt_packet_chara_desc.str1.1,rodata,95
.rodata.ql_gatt_packet_service.str1.1,rodata,37
.rodata.quec_ble_add_gatt_info.str1.1,rodata,40
.rodata.quec_ble_gatt_send_data.str1.1,rodata,40
.rodata.quec_bt_ble_add_connect_info.str1.1,rodata,74
.rodata.quec_bt_ble_add_connect_info_list.str1.1,rodata,38
.text.ql_CamPowerOn,text,104
.text.ql_CamClose,text,72
.text.ql_CamPreview,text,104
.text.ql_CamStopPreview,text,104
.text.ql_CamCaptureImage,text,84
.text.ql_CamGetSensorInfo,text,68
.text.ql_CamPreviewDQBUF,text,64
.text.ql_CamPreviewQBUF,text,68
.text.ql_CamInit,text,128
.text.ql_camPrint,text,288
.text.ql_CamSetBufopt,text,60
.rodata.__FUNCTION__.48172,rodata,14
.rodata.__FUNCTION__.48175,rodata,12
.rodata.__FUNCTION__.48178,rodata,14
.rodata.__FUNCTION__.48181,rodata,18
.rodata.__FUNCTION__.48185,rodata,19
.rodata.__FUNCTION__.48190,rodata,20
.rodata.__FUNCTION__.48194,rodata,19
.rodata.__FUNCTION__.48198,rodata,18
.rodata.__FUNCTION__.48205,rodata,11
.rodata.__FUNCTION__.48216,rodata,12
.rodata.__FUNCTION__.48220,rodata,16
.rodata.ql_CamCaptureImage.str1.1,rodata,85
.rodata.ql_CamClose.str1.1,rodata,35
.rodata.ql_CamGetSensorInfo.str1.1,rodata,44
.rodata.ql_CamInit.str1.1,rodata,116
.rodata.ql_CamPowerOn.str1.1,rodata,161
.rodata.ql_CamPreview.str1.1,rodata,127
.rodata.ql_CamPreviewDQBUF.str1.1,rodata,44
.rodata.ql_CamStopPreview.str1.1,rodata,140
.rodata.ql_camPrint.str1.1,rodata,130
.text.ql_log_set_port,text,160
.text.ql_quec_trace_enable,text,12
.text.ql_quec_trace_is_enabled,text,16
.rodata.ql_log_set_port.str1.1,rodata,45
.text.ql_datacall_msg_process,text,176
.text.quec_set_datacall_status,text,84
.text.ql_datacall_psm_wakeup_init,text,240
.text.quec_get_datacall_status,text,48
.text.quec_datacall_fail_handler,text,52
.text.ql_datacall_result_handler,text,168
.text.ql_datacall_gprs_att_rsp,text,116
.text.quec_get_default_pdn_info,text,212
.text.ql_datacall_pdp_deactive_handler,text,40
.text.ql_datacall_wait_ip6_prefix,text,104
.text.ql_datacall_gprs_act_rsp,text,352
.text.ql_get_data_call_conf,text,228
.text.ql_network_register_wait,text,80
.text.ql_set_data_call_asyn_mode,text,92
.text.ql_start_data_call,text,1284
.text.ql_get_data_call_info,text,700
.text.ql_stop_data_call,text,692
.text.ql_datacall_register_cb,text,212
.text.ql_datacall_pdp_active,text,312
.text.ql_datacall_unregister_cb,text,184
.text.ql_datacall_get_sim_profile_is_active,text,88
.text.ql_datacall_init,text,60
.rodata.__FUNCTION__.16526,rodata,25
.rodata.__FUNCTION__.16550,rodata,26
.rodata.__FUNCTION__.16562,rodata,52
.rodata.__FUNCTION__.16576,rodata,22
.rodata.__FUNCTION__.16587,rodata,27
.rodata.__FUNCTION__.16599,rodata,28
.rodata.__FUNCTION__.16611,rodata,25
.rodata.__FUNCTION__.16623,rodata,25
.rodata.__FUNCTION__.16655,rodata,23
.rodata.__FUNCTION__.16681,rodata,27
.rodata.__FUNCTION__.16699,rodata,19
.rodata.__FUNCTION__.16715,rodata,22
.rodata.__FUNCTION__.16735,rodata,18
.rodata.__FUNCTION__.16752,rodata,24
.rodata.__FUNCTION__.16768,rodata,26
.rodata.__FUNCTION__.16780,rodata,38
.rodata.__FUNCTION__.16789,rodata,24
.rodata.__FUNCTION__.16803,rodata,28
.rodata.ql_datacall_active_pdp.str1.1,rodata,43
.rodata.ql_datacall_get_sim_profile_is_active.str1.1,rodata,42
.rodata.ql_datacall_gprs_act_rsp.str1.1,rodata,192
.rodata.ql_datacall_gprs_att_rsp.str1.1,rodata,82
.rodata.ql_datacall_init.str1.1,rodata,11
.rodata.ql_datacall_msg_process.str1.1,rodata,61
.rodata.ql_datacall_psm_wakeup_init.str1.1,rodata,183
.rodata.ql_datacall_register_cb.str1.1,rodata,42
.rodata.ql_datacall_result_handler.str1.1,rodata,103
.rodata.ql_datacall_wait_ip6_prefix.str1.1,rodata,69
.rodata.ql_get_data_call_conf.str1.1,rodata,1
.rodata.ql_get_data_call_info.str1.1,rodata,194
.rodata.ql_set_data_call_asyn_mode.str1.1,rodata,72
.rodata.ql_start_data_call.str1.1,rodata,1016
.rodata.ql_stop_data_call.str1.1,rodata,166
.rodata.quec_get_default_pdn_info.str1.1,rodata,56
.rodata.quec_set_datacall_status.str1.1,rodata,57
.text.ql_cfunSetCommRsp,text,20
.text.ql_dev_get_imei,text,100
.text.ql_dev_get_firmware_version,text,44
.text.ql_dev_get_firmware_subversion,text,44
.text.ql_dev_get_model,text,44
.text.ql_dev_get_sn,text,92
.text.ql_dev_get_modem_fun,text,84
.text.ql_cfun_comm_set,text,180
.text.ql_dev_set_modem_fun,text,240
.text.ql_dev_get_product_id,text,44
.text.ql_dev_check_property,text,56
.text.ql_dev_get_cpu_uid,text,116
.text.ql_dev_get_temp_value,text,100
.text.ql_dev_cfg_wdt,text,48
.text.ql_dev_memory_state,text,8
.text.ql_dev_memory_size_query,text,48
.text.ql_dev_enable_secure_boot,text,104
.rodata.__FUNCTION__.15418,rodata,16
.rodata.__FUNCTION__.15437,rodata,14
.rodata.__FUNCTION__.15483,rodata,47
.rodata.__FUNCTION__.15492,rodata,19
.rodata.__FUNCTION__.15498,rodata,22
.rodata.__FUNCTION__.15514,rodata,26
.rodata.ql_dev_check_property.str1.1,rodata,43
.rodata.ql_dev_enable_secure_boot.str1.1,rodata,155
.rodata.ql_dev_get_cpu_uid.str1.1,rodata,81
.rodata.ql_dev_get_imei.str1.1,rodata,37
.rodata.ql_dev_get_sn.str1.1,rodata,35
.rodata.ql_dev_get_temp_value.str1.1,rodata,50
.text.ql_adc_get_volt,text,300
.text.ql_gpio_index_check,text,48
.text.ql_pin_index_check,text,36
.text.ql_gpio_set_direction,text,116
.text.ql_gpio_get_direction,text,116
.text.ql_gpio_set_level,text,148
.text.ql_gpio_get_level,text,144
.text.ql_gpio_set_pull,text,308
.text.ql_gpio_init,text,128
.text.ql_gpio_deinit,text,80
.text.ql_gpio_get_pull,text,144
.text.ql_int_register,text,308
.text.ql_int_enable,text,260
.text.ql_int_disable,text,84
.text.ql_pin_set_func,text,268
.text.ql_pin_get_func,text,80
.text.ql_pin_set_gpio,text,92
.text.ql_pin_set_func_internal,text,100
.rodata.__FUNCTION__.47215,rodata,13
.rodata.__FUNCTION__.47220,rodata,15
.rodata.__FUNCTION__.47225,rodata,18
.rodata.__FUNCTION__.47233,rodata,18
.rodata.__FUNCTION__.47242,rodata,22
.rodata.__FUNCTION__.47248,rodata,22
.rodata.__FUNCTION__.47255,rodata,17
.rodata.__FUNCTION__.47271,rodata,17
.rodata.__FUNCTION__.47286,rodata,16
.rodata.__FUNCTION__.47291,rodata,14
.rodata.__FUNCTION__.47303,rodata,15
.rodata.__FUNCTION__.47317,rodata,16
.rodata.__FUNCTION__.47327,rodata,16
.rodata.__FUNCTION__.47332,rodata,16
.rodata.__FUNCTION__.47338,rodata,25
.rodata.ql_gpio_set_direction.str1.1,rodata,86
.rodata.ql_gpio_set_level.str1.1,rodata,58
.rodata.ql_gpio_set_pull.str1.1,rodata,58
.rodata.ql_int_register.str1.1,rodata,188
.rodata.ql_pin_set_func.str1.1,rodata,94
.rodata.ql_pin_set_gpio.str1.1,rodata,42
.text.ql_I2cInit,text,124
.text.ql_I2cWrite,text,116
.text.ql_I2cRead,text,116
.text.ql_I2cRelease,text,72
.rodata.__FUNCTION__.8156,rodata,11
.rodata.__FUNCTION__.8167,rodata,12
.rodata.__FUNCTION__.8178,rodata,11
.rodata.__FUNCTION__.8183,rodata,14
.rodata.ql_I2cInit.str1.1,rodata,88
.rodata.ql_I2cRead.str1.1,rodata,88
.rodata.ql_I2cRelease.str1.1,rodata,63
.rodata.ql_I2cWrite.str1.1,rodata,89
.text.ql_keypad_isr_cb,text,54
.text.ql_keypad_state,text,56
.text.ql_keypad_init,text,212
.rodata.__FUNCTION__.8160,rodata,16
.rodata.__FUNCTION__.8174,rodata,15
.rodata.ql_keypad_init.str1.1,rodata,219
.rodata.ql_keypad_state.str1.1,rodata,49
.text.ql_lcd_clear_screen,text,172
.text.ql_lcd_init,text,304
.text.ql_lcd_write,text,236
.text.ql_lcd_display_on,text,56
.text.ql_lcd_display_off,text,56
.text.ql_spi_lcd_write_cmd,text,52
.text.ql_spi_lcd_write_data,text,52
.text.ql_lcd_set_brightness,text,128
.rodata.CSWTCH.48,rodata,4
.rodata.__FUNCTION__.47812,rodata,12
.rodata.__FUNCTION__.47826,rodata,20
.rodata.__FUNCTION__.47844,rodata,13
.rodata.__FUNCTION__.47848,rodata,18
.rodata.__FUNCTION__.47852,rodata,19
.rodata.__FUNCTION__.47859,rodata,21
.rodata.__FUNCTION__.47866,rodata,22
.rodata.ql_lcd_clear_screen.str1.1,rodata,38
.rodata.ql_lcd_display_on.str1.1,rodata,38
.rodata.ql_lcd_init.str1.1,rodata,104
.rodata.ql_spi_lcd_write_cmd.str1.1,rodata,31
.rodata.ql_spi_lcd_write_data.str1.1,rodata,32
.text.ql_ledcfg_callback_register,text,52
.text.ql_pwm_lpg_open,text,108
.text.ql_pwm_lpg_close,text,44
.text.ql_pwm_lpg_enable,text,88
.text.ql_pwm_lpg_disable,text,68
.rodata.__FUNCTION__.8172,rodata,16
.rodata.__FUNCTION__.8176,rodata,17
.rodata.__FUNCTION__.8181,rodata,18
.rodata.__FUNCTION__.8185,rodata,19
.rodata.ql_pwm_lpg_close.str1.1,rodata,31
.rodata.ql_pwm_lpg_disable.str1.1,rodata,67
.rodata.ql_pwm_lpg_enable.str1.1,rodata,67
.rodata.ql_pwm_lpg_open.str1.1,rodata,115
.text.quec_port_get_rx_thread,text,68
.text.quec_uart_try_lock,text,72
.text.quec_uart_unlock,text,68
.text.quec_get_uart_cb,text,32
.text.ql_usrl1_rx_msg_process,text,136
.text.ql_usrl_at_rx_msg_process,text,136
.text.ql_usrl_modem_rx_msg_process,text,136
.text.ql_uart3_rx_msg_process,text,136
.text.ql_uart2_rx_msg_process,text,136
.text.ql_uart1_rx_msg_process,text,136
.text.quec_dev_add_device,text,80
.text.quec_dev_add_dispatch,text,80
.text.quec_set_uart_status,text,40
.text.quec_dev_create_mutex,text,60
.text.quec_get_dev_by_drv_name,text,80
.text._usrl_work_notify,text,148
.text._uart_work_notify,text,152
.text.quec_get_device_by_dev,text,68
.text.quec_get_dev_by_dispatch,text,40
.text.quec_get_uart_status,text,40
.text.quec_uart_is_allow_create,text,26
.text.quec_uart_pin_init,text,176
.text.quec_at_device_create_success,text,44
.text.quec_uart_at_device_create,text,232
.text.ql_uart_set_dcbconfig,text,172
.text.ql_uart_get_dcbconfig,text,64
.text.ql_uart_write,text,132
.text.ql_uart_read,text,116
.text.ql_uart_register_cb,text,48
.text.ql_uart_close,text,108
.text.ql_uart_open,text,316
.text.ql_uart_init,text,240
.rodata.__FUNCTION__.10308,rodata,22
.rodata.__FUNCTION__.10312,rodata,19
.rodata.__FUNCTION__.10316,rodata,17
.rodata.__FUNCTION__.10335,rodata,20
.rodata.__FUNCTION__.10340,rodata,23
.rodata.__FUNCTION__.10349,rodata,44
.rodata.__FUNCTION__.10397,rodata,19
.rodata.__FUNCTION__.10412,rodata,27
.rodata.__FUNCTION__.10436,rodata,18
.rodata.__FUNCTION__.10446,rodata,18
.rodata.__FUNCTION__.10453,rodata,22
.rodata.__FUNCTION__.10471,rodata,13
.rodata.__FUNCTION__.10486,rodata,14
.rodata.__FUNCTION__.10504,rodata,24
.rodata.__FUNCTION__.10514,rodata,24
.rodata.__FUNCTION__.10524,rodata,24
.rodata.__FUNCTION__.10534,rodata,29
.rodata.__FUNCTION__.10544,rodata,26
.rodata.__FUNCTION__.10554,rodata,24
.rodata._usrl_work_notify.str1.1,rodata,99
.rodata.list.10452,rodata,60
.rodata.ql_dev_name,rodata,56
.rodata.ql_uart_init.str1.1,rodata,100
