Setting Name,Uiorder,MVNO Type,MVNO Value,MCC,MNC,Account Type,APN,Access Type,Access Option,Proxy Server IP,Port,User Name,Password,First DNS,Second DNS,Home Page,Auth Type,Reserved,Visible,Roaming,roaming_protocol
MMS,5,,,214,1,1,mms.vodafone.net,1,0,212.73.32.10,80,wap@wap,wap125,0.0.0.0,0.0.0.0,http://mmsc.vodafone.es/servlets/mms,1,0,TRUE,FALSE,0
Orange Internet Móvil,5,,,214,3,0,orangeworld,1,0,,,orange,orange,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Orange MMS,5,,,214,3,1,orangemms,1,0,172.22.188.25,8080,orange,orange,0.0.0.0,0.0.0.0,http://mms.orange.es,1,0,TRUE,FALSE,0
Internet,5,spn,Euskaltel,214,3,0,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet,5,spn,Euskaltel,214,3,7,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Euskaltel MMS,5,spn,Euskaltel,214,3,1,euskaltelmms.euskaltel.mobi,1,0,172.16.18.74,8080,MMS,EUSKALTEL,0.0.0.0,0.0.0.0,http://mms.euskaltel.mobi,1,0,TRUE,FALSE,0
Carrefour,5,imsi,2140352xxxxxxxx,214,3,0,CARREFOURINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Carrefour,5,imsi,2140352xxxxxxxx,214,3,7,CARREFOURINTERNET,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Carrefour MMS,5,imsi,2140352xxxxxxxx,214,3,1,CARREFOURMMS,1,0,172.022.188.025,8080,CARREFOUR,CARREFOUR,0.0.0.0,0.0.0.0,http://mms.orange.es,1,0,TRUE,FALSE,0
Yoigo Navegador,5,,,214,4,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Yoigo Navegador,5,,,214,4,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Yoigo MMS,5,,,214,4,1,mms,1,0,193.209.134.141,80,,,0.0.0.0,0.0.0.0,http://mmss/,0,0,TRUE,FALSE,0
Tuenti,5,spn,Tuenti,214,5,0,tuenti.com,1,0,,,tuenti,tuenti,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tuenti,5,spn,Tuenti,214,5,7,tuenti.com,1,0,,,tuenti,tuenti,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tuenti,5,spn,Tuenti,214,32,0,tuenti.com,1,0,,,tuenti,tuenti,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tuenti,5,spn,Tuenti,214,32,7,tuenti.com,1,0,,,tuenti,tuenti,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
INTERNET GPRS,5,,,214,6,0,airtelnet.es,1,0,,,vodafone,vodafone,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
INTERNET GPRS,5,,,214,6,7,airtelnet.es,1,0,,,vodafone,vodafone,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
INTERNET GPRS,5,,,214,6,8,airtelnet.es,1,0,,,vodafone,vodafone,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS Vodafone,5,,,214,6,1,mms.vodafone.net,1,0,212.73.32.10,80,wap@wap,wap125,0.0.0.0,0.0.0.0,http://mmsc.vodafone.es/servlets/mms,0,0,TRUE,FALSE,0
Euskaltel MMS,5,spn,Euskaltel,214,6,1,euskaltelmms.euskaltel.mobi,1,0,172.16.18.74,8080,MMS,EUSKALTEL,0.0.0.0,0.0.0.0,http://mms.euskaltel.mobi,1,0,TRUE,FALSE,0
Euskaltel Internet,5,spn,Euskaltel,214,6,0,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Euskaltel Internet,5,spn,Euskaltel,214,6,7,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet R,5,imsi,2140612,214,6,0,internet.mundo-r.com,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet R,5,imsi,2140612,214,6,7,internet.mundo-r.com,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MMS R,5,imsi,2140612,214,6,1,mms.mundo-r.com,1,0,10.0.157.169,8080,,,0.0.0.0,0.0.0.0,http://mms.mundo-r.com,1,0,TRUE,FALSE,0
TeleCable Internet,5,imsi,2140613,214,6,0,internet.telecable.es,1,0,,,telecable,telecable,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
TeleCable Internet,5,imsi,2140613,214,6,7,internet.telecable.es,1,0,,,telecable,telecable,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
TeleCable MMS,5,imsi,2140613,214,6,1,mms.telecable.es,1,0,212.89.0.84,8080,telecable,telecable,0.0.0.0,0.0.0.0,http://mms.telecable.es/mms/,1,0,TRUE,FALSE,0
Eroski Movil GPRS,5,imsi,2140606,214,6,0,gprs.eroskimovil.es,1,0,,,wap@wap,wap125,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Eroski Movil GPRS,5,imsi,2140606,214,6,7,gprs.eroskimovil.es,1,0,,,wap@wap,wap125,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Eroski Movil MMS,5,imsi,2140606,214,6,1,mms.eroskimovil.es,1,0,212.73.32.10,80,wap@wap,wap125,0.0.0.0,0.0.0.0,http://mms.eroskimovil.es/servlets/mms,1,0,TRUE,FALSE,0
Movistar,5,,,214,7,0,telefonica.es,1,0,,,telefonica,telefonica,0.0.0.0,0.0.0.0,http://mms.movistar.com,1,0,TRUE,FALSE,0
Movistar,5,,,214,7,7,telefonica.es,1,0,,,telefonica,telefonica,0.0.0.0,0.0.0.0,http://mms.movistar.com,1,0,TRUE,FALSE,0
Movistar,5,,,214,7,1,telefonica.es,1,0,10.138.255.5,8080,telefonica,telefonica,0.0.0.0,0.0.0.0,http://mms.movistar.com,1,0,TRUE,FALSE,0
Euskaltel MMS,5,,,214,8,1,euskaltelmms.euskaltel.mobi,1,0,172.16.18.74,8080,MMS,EUSKALTEL,0.0.0.0,0.0.0.0,http://mms.euskaltel.mobi,1,0,TRUE,FALSE,0
Euskaltel Internet,5,,,214,8,0,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Euskaltel Internet,5,,,214,8,7,internet.euskaltel.mobi,1,0,,,CLIENTE,EUSKALTEL,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
TeleCable Internet,5,,,214,16,0,internet.telecable.es,1,0,,,telecable,telecable,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TeleCable Internet,5,,,214,16,7,internet.telecable.es,1,0,,,telecable,telecable,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
TeleCable MMS,5,,,214,16,1,mms.telecable.es,1,0,212.89.0.84,8080,telecable,telecable,0.0.0.0,0.0.0.0,http://mms.telecable.es/mms/,0,0,TRUE,FALSE,0
ONO Internet,5,,,214,18,0,internet.ono.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
ONO Internet,5,,,214,18,7,internet.ono.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
ONO MMS,5,,,214,18,1,mms.ono.com,1,0,10.126.0.50,8080,,,0.0.0.0,0.0.0.0,http://mms.ono.com/,0,0,TRUE,FALSE,0
Simyo Internet,5,,,214,19,0,gprs-service.com,1,0,,,,,0.0.0.0,0.0.0.0,http://217.18.32.180:8080,0,0,TRUE,FALSE,0
Simyo Internet,5,,,214,19,7,gprs-service.com,1,0,,,,,0.0.0.0,0.0.0.0,http://217.18.32.180:8080,0,0,TRUE,FALSE,0
Simyo Internet,5,,,214,19,1,gprs-service.com,1,0,217.18.32.181,8080,,,0.0.0.0,0.0.0.0,http://217.18.32.180:8080,0,0,TRUE,FALSE,0
Jazztel Internet,5,,,214,21,0,jazzinternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel Internet,5,,,214,21,7,jazzinternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel MMS,5,,,214,21,1,jazzmms,1,0,37.132.0.10,8080,,,0.0.0.0,0.0.0.0,http://jazztelmms.com/servlets/mms,1,0,TRUE,FALSE,0
Movidata,5,spn,Happy,214,3,0,internettph,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Movidata,5,spn,Happy,214,3,7,internettph,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Masmovil,5,spn,internetmas,214,3,0,internetmas,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Masmovil,5,spn,internetmas,214,3,7,internetmas,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Ibercom,5,spn,Ibercom,214,3,0,ibercominternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Ibercom,5,spn,Ibercom,214,3,7,ibercominternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel Internet,5,spn,JAZZTEL,214,3,0,jazzinternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel Internet,5,spn,JAZZTEL,214,3,7,jazzinternet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Jazztel MMS,5,spn,JAZZTEL,214,3,1,jazzmms,1,0,37.132.0.10,8080,,,0.0.0.0,0.0.0.0,http://jazztelmms.com/servlets/mms,1,0,TRUE,FALSE,0
Truphone,5,,,214,27,0,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Truphone,5,,,214,27,7,truphone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MMS,5,,,216,1,1,mms,1,0,84.225.255.1,8080,,,0.0.0.0,0.0.0.0,http://mmsc.telenor.hu/,0,0,TRUE,FALSE,0
Telenor Online,5,,,216,1,0,online,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor Online,5,,,216,1,7,online,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor Online,5,,,216,1,8,online,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Djuice MMS,5,spn,Djuice,216,1,1,mms,1,0,84.225.255.1,8080,,,0.0.0.0,0.0.0.0,http://mmsc.pgsm.hu/,0,0,TRUE,FALSE,0
Djuice NET,5,spn,Djuice,216,1,0,net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Djuice WAP,5,spn,Djuice,216,1,0,wap,1,0,84.225.255.1,8080,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telekom HU MMS,5,,,216,30,1,internet.telekom,1,0,212.51.126.10,8080,,,0.0.0.0,0.0.0.0,http://mms.t-mobile.hu/servlets/mms,1,2,TRUE,FALSE,0
Vodafone Internet,5,imsi,21670xx2xxx,216,70,0,internet.vodafone.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone Internet,5,imsi,21670xx2xxx,216,70,7,internet.vodafone.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MMS,5,imsi,21670xx2xxx,216,70,1,mms.vodafone.net,1,0,80.244.97.2,8080,,,0.0.0.0,0.0.0.0,http://mms.vodafone.hu/servlets/mms,0,0,TRUE,FALSE,0
Prepaid,5,imsi,21670xx1xxx,216,70,0,vitamax.internet.vodafone.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Prepaid,5,imsi,21670xx1xxx,216,70,7,vitamax.internet.vodafone.net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MMS,5,imsi,21670xx1xxx,216,70,1,mms.vodafone.net,1,0,80.244.97.2,8080,,,0.0.0.0,0.0.0.0,http://mms.vodafone.hu/servlets/mms,0,0,TRUE,FALSE,0
ERONET WEB,5,,,218,3,0,web.eronet.ba,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
ERONET START,5,,,218,3,0,gprs.eronet.ba,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS-ERONET,5,,,218,3,1,mms.eronet.ba,1,0,10.12.3.11,8080,,,0.0.0.0,0.0.0.0,http://mms.gprs.eronet.ba/mms/wapenc,0,0,TRUE,FALSE,0
mtelgprs,5,,,218,5,0,mtelsmart,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
mtelgprs,5,,,218,5,7,mtelsmart,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
mtelmms,5,,,218,5,1,mtelmms,1,0,192.168.061.011,80,,,0.0.0.0,0.0.0.0,http://mmsc.mtel.ba/mms/wapenc,0,0,TRUE,FALSE,0
BHMobileInternet,5,,,218,90,0,active.bhmobile.ba,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
BHMobileInternet,5,,,218,90,7,active.bhmobile.ba,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
BHMobileMMS,5,,,218,90,1,mms.bhmobile.ba,1,0,195.222.56.41,8080,,,0.0.0.0,0.0.0.0,http://mms.bhmobile.ba/servlets/mms,0,2,TRUE,FALSE,0
MMS,5,,,219,1,1,mms.htgprs,1,0,10.12.0.4,8080,,,0.0.0.0,0.0.0.0,http://mms.t-mobile.hr/servlets/mms,1,0,TRUE,FALSE,0
Internet,5,,,219,1,0,internet.ht.hr,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Internet,5,,,219,1,7,internet.ht.hr,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Tele2,5,,,219,2,0,internet.tele2.hr,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.hr,0,0,TRUE,FALSE,0
Tele2,5,,,219,2,7,internet.tele2.hr,1,0,,,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.hr,0,0,TRUE,FALSE,0
Tele2,5,,,219,2,1,internet.tele2.hr,1,0,193.12.40.66,8080,,,0.0.0.0,0.0.0.0,http://mmsc.tele2.hr,0,0,TRUE,FALSE,0
Broadband,5,,,219,10,0,data.vip.hr,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
VIP MMS,5,,,219,10,1,mms.vipnet.hr,1,0,212.91.99.91,8080,38591,38591,0.0.0.0,0.0.0.0,http://mms.vipnet.hr/servlets/mms,0,0,TRUE,FALSE,0
Telenor Internet,5,,,220,1,0,internet,1,0,,,telenor,gprs,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Telenor Internet,5,,,220,1,7,internet,1,0,,,telenor,gprs,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Telenor MMS,5,,,220,1,1,mms,1,0,217.65.192.33,8080,,,0.0.0.0,0.0.0.0,http://mms.telenor.rs/servlets/mms,0,0,TRUE,FALSE,0
Telenor MNE internet,5,,,220,2,0,internet,1,0,192.168.246.5,8080,gprs,gprs,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MNE internet,5,,,220,2,7,internet,1,0,192.168.246.5,8080,gprs,gprs,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telenor MNE mms,5,,,220,2,1,mms,1,0,192.168.246.5,8080,mms,mms,0.0.0.0,0.0.0.0,http://mm.vor.telenor.me,0,0,TRUE,FALSE,0
MTS MMS,5,,,220,3,1,mms,1,0,172.17.85.131,8080,mts,64,0.0.0.0,0.0.0.0,http://mms.mts064.telekom.rs/mms/wapenc,1,0,TRUE,FALSE,0
MTS WAP,5,,,220,3,0,gprswap,1,0,,,mts,64,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
MTS WAP,5,,,220,3,7,gprswap,1,0,,,mts,64,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Telekom MMS,5,,,220,4,1,mms,1,0,10.0.5.19,8080,38267,38267,0.0.0.0,0.0.0.0,http://192.168.180.100/servlets/mms,1,0,TRUE,FALSE,0
Telekom Internet,5,,,220,4,0,tmcg-4g,1,0,,,38267,38267,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Telekom Internet,5,,,220,4,7,tmcg-4g,1,0,,,38267,38267,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
SaskTel,5,gid,5A,204,4,0,pda.stm.sk.ca,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.sasktel.com/,0,0,TRUE,FALSE,0
SaskTel,5,gid,5A,204,4,1,pda.stm.sk.ca,1,0,mig.sasktel.com,80,,,0.0.0.0,0.0.0.0,http://mms.sasktel.com/,0,0,TRUE,FALSE,0
SaskTel,5,gid,5A,204,4,7,pda.stm.sk.ca,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.sasktel.com/,0,0,TRUE,FALSE,0
AGMS NL,5,,,204,65,0,agms,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
AGMS NL,5,,,204,65,7,agms,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vip GPRS,5,,,220,5,0,vipmobile,1,0,,,vipmobile,vipmobile,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Vip GPRS,5,,,220,5,7,vipmobile,1,0,,,vipmobile,vipmobile,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Vip MMS,5,,,220,5,1,vipmobile.mms,1,0,,,vipmobile,vipmobile,0.0.0.0,0.0.0.0,http://mms.vipmobile.rs,1,0,TRUE,FALSE,0
WAP TIM,5,,,222,1,0,wap.tim.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
WAP TIM,5,,,222,1,7,wap.tim.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
iTIM,5,,,222,1,1,unico.tim.it,1,0,213.230.130.89,80,,,0.0.0.0,0.0.0.0,http://mms.tim.it/servlets/mms,0,0,TRUE,FALSE,0
Internet,5,gid,FFFFFF00,222,1,0,internet.windmobile.ca,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Internet,5,gid,FFFFFF00,222,1,7,internet.windmobile.ca,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
MMS,5,gid,FFFFFF00,222,1,1,mms.windmobile.ca,1,0,74.115.197.70,8080,,,0.0.0.0,0.0.0.0,http://mms.windmobile.ca,0,0,TRUE,FALSE,0
MMS,5,spn,IUSACELL,222,1,1,mms.iusacellgsm.mx,1,0,,,mmsiusacellgsm,mmsiusacellgsm,0.0.0.0,0.0.0.0,http://mms.iusacell3g.com/,0,0,TRUE,FALSE,0
Internet,5,spn,IUSACELL,222,1,0,web.iusacellgsm.mx,1,0,,,iusacellgsm,iusacellgsm,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS,5,spn,UNEFON,222,1,1,mms.iusacellgsm.mx,1,0,,,mmsiusacellgsm,mmsiusacellgsm,0.0.0.0,0.0.0.0,http://mms.iusacell3g.com/,0,0,TRUE,FALSE,0
Internet,5,spn,UNEFON,222,1,0,web.iusacellgsm.mx,1,0,,,iusacellgsm,iusacellgsm,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
NOVERCA MMS,5,spn,Noverca,222,1,1,mms.noverca.it,1,0,213.230.130.89,80,,,0.0.0.0,0.0.0.0,http://mms.noverca.it/,0,0,TRUE,FALSE,0
NOVERCA WEB,5,spn,Noverca,222,1,0,web.noverca.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
NOVERCA WEB,5,spn,Noverca,222,1,7,web.noverca.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
MMS Vodafone,5,,,222,10,1,mms.vodafone.it,1,0,10.128.224.10,80,,,0.0.0.0,0.0.0.0,http://mms.vodafone.it/servlets/mms,0,0,TRUE,FALSE,0
Accesso a Internet da cellulare,5,,,222,10,0,mobile.vodafone.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Accesso a Internet da cellulare,5,,,222,10,7,mobile.vodafone.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Accesso a Internet da cellulare,5,,,222,10,8,mobile.vodafone.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
PosteMobile WAP,5,spn,PosteMobile,222,10,0,wap.postemobile.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
PosteMobile WAP,5,spn,PosteMobile,222,10,7,wap.postemobile.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
PosteMobile MMS,5,spn,PosteMobile,222,10,1,mms.postemobile.it,1,0,10.128.224.10,80,,,0.0.0.0,0.0.0.0,http://mms.postemobile.it/servlets/mms,0,0,TRUE,FALSE,0
ErgMobile WAP,5,spn,ERG,222,10,0,mobile.erg.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
ErgMobile WAP,5,spn,ERG,222,10,7,mobile.erg.it,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
WIND INTERNET,5,,,222,88,0,internet.wind,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
WIND INTERNET,5,,,222,88,7,internet.wind,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
WIND MMS,5,,,222,88,1,mms.wind,1,0,212.245.244.100,8080,,,0.0.0.0,0.0.0.0,http://mms.wind.it,0,0,TRUE,FALSE,0
Internet,5,gid,FFFFFF00,222,88,0,internet.windmobile.ca,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
Internet,5,gid,FFFFFF00,222,88,7,internet.windmobile.ca,1,0,,,,,0.0.0.0,0.0.0.0,,0,2,TRUE,FALSE,0
MMS,5,gid,FFFFFF00,222,88,1,mms.windmobile.ca,1,0,74.115.197.70,8080,,,0.0.0.0,0.0.0.0,http://mms.windmobile.ca,0,0,TRUE,FALSE,0
3,5,,,222,99,0,tre.it,1,0,,,,,0.0.0.0,0.0.0.0,http://10.216.59.240:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,222,99,7,tre.it,1,0,,,,,0.0.0.0,0.0.0.0,http://10.216.59.240:10021/mmsc,0,0,TRUE,FALSE,0
3,5,,,222,99,1,tre.it,1,0,62.13.171.3,8799,,,0.0.0.0,0.0.0.0,http://10.216.59.240:10021/mmsc,0,0,TRUE,FALSE,0
Fastweb WEB,5,spn,FASTWEB,222,99,0,apn.fastweb.it,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.fastweb.it/mms/wapenc,0,0,TRUE,FALSE,0
Fastweb WEB,5,spn,FASTWEB,222,99,7,apn.fastweb.it,1,0,,,,,0.0.0.0,0.0.0.0,http://mms.fastweb.it/mms/wapenc,0,0,TRUE,FALSE,0
Fastweb WEB,5,spn,FASTWEB,222,99,1,apn.fastweb.it,1,0,10.0.65.9,8080,,,0.0.0.0,0.0.0.0,http://mms.fastweb.it/mms/wapenc,0,0,TRUE,FALSE,0
Internet,5,,,226,1,0,live.vodafone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,,,226,1,7,live.vodafone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Internet,5,,,226,1,8,live.vodafone.com,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Vodafone MMS,5,,,226,1,1,mms.vodafone.ro,1,0,193.230.161.231,8080,mms,vodafone,0.0.0.0,0.0.0.0,http://multimedia/servlets/mms,0,0,TRUE,FALSE,0
Connect Mobile,5,,,226,3,0,broadband,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Connect Mobile,5,,,226,3,7,broadband,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telekom MMS,5,,,226,3,1,mms,1,0,10.252.1.62,8080,mms,mms,0.0.0.0,0.0.0.0,http://mmsc1.mms.telekom.ro:8002,1,0,TRUE,FALSE,0
web'n'walk,5,,,226,3,0,wnw,1,0,,,wnw,wnw,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
web'n'walk,5,,,226,3,7,wnw,1,0,,,wnw,wnw,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
MMS,5,,,226,5,1,mms,1,0,10.10.3.130,8080,,,0.0.0.0,0.0.0.0,http://10.10.3.133:8002,0,0,TRUE,FALSE,0
Digi.Mobil,5,,,226,5,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Digi.Mobil,5,,,226,5,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,1,0,TRUE,FALSE,0
Connect Mobile,5,,,226,6,0,broadband,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Connect Mobile,5,,,226,6,7,broadband,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Telekom MMS,5,,,226,6,1,mms,1,0,10.252.1.62,8080,mms,mms,0.0.0.0,0.0.0.0,http://mmsc1.mms.telekom.ro:8002,1,0,TRUE,FALSE,0
web'n'walk,5,,,226,6,0,wnw,1,0,,,wnw,wnw,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
web'n'walk,5,,,226,6,7,wnw,1,0,,,wnw,wnw,0.0.0.0,0.0.0.0,,3,0,TRUE,FALSE,0
Orange MMS,5,,,226,10,1,mms,1,0,62.217.247.252,8799,mms,mms,0.0.0.0,0.0.0.0,http://wap.mms.orange.ro:8002,1,0,TRUE,FALSE,0
Orange Internet,5,,,226,10,0,net,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Swisscom MMS,5,,,228,1,1,event.swisscom.ch,1,1,192.168.210.002,8080,,,0.0.0.0,0.0.0.0,http://mms.natel.ch:8079,0,0,TRUE,FALSE,0
Swisscom Services,5,,,228,1,0,gprs.swisscom.ch,1,1,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Swisscom Services,5,,,228,1,7,gprs.swisscom.ch,1,1,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Sunrise live,5,,,228,2,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Sunrise live,5,,,228,2,7,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
Sunrise MMS,5,,,228,2,1,mms.sunrise.ch,1,0,212.35.34.75,8080,,,0.0.0.0,0.0.0.0,http://mmsc.sunrise.ch,0,0,TRUE,FALSE,0
Salt Internet,5,,,228,3,0,internet,1,0,,,,,0.0.0.0,0.0.0.0,,0,0,TRUE,FALSE,0
